,N1,N2,N3,N4,N5,N6,N7,N8,N9,M1,M2,M3 ,,,,,,,,,
,0.2021,0.1281,7.379666737,3.971582697,10.89307011,0.313593797,51.2001,38.4001,0.635402815,RAISE,HOLD,RAISE,,,,,,,,,
,0.2021,0.1291,8.324236398,3.513403378,10.89307011,0.371623471,51.6001,38.7001,0.677464357,RAISE,LOWER,RAISE,,,,,,,,,
,0.2011,0.1301,8.63811471,2.568833717,10.89307011,0.473856002,52.0001,39.0001,0.764177253,RAISE,LOWER,RAISE,,,,,,,,,
,0.2001,0.1311,9.158116498,2.254955404,10.89307011,0.672532025,52.4001,39.3001,0.792991748,RAISE,LOWER,RAISE,,,,,,,,,
,0.1991,0.1321,9.38136132,1.734953616,10.89307011,0.812265864,52.8001,39.6001,0.840728684,RAISE,LOWER,RAISE,,,,,,,,,
,0.1981,0.1331,9.395620434,1.511708794,10.89307011,1.081453848,53.2001,39.9001,0.86122289,RAISE,LOWER,RAISE,,,,,,,,,
,0.1971,0.1341,9.954274763,1.497449681,10.89307011,1.243046342,53.6001,40.2001,0.862531897,RAISE,HOLD,RAISE,,,,,,,,,
,0.1971,0.1351,10.90627207,0.938795352,10.89307011,1.329497063,54.0001,40.5001,0.913817194,RAISE,HOLD,RAISE,,,,,,,,,
,0.1971,0.1361,5.400395862,-0.013201959,10.89307011,2.323461029,54.4001,40.8001,1.001211959,HOLD,STOP,HOLD,,,,,,,,,
,0.0001,0.1361,5.633238052,5.492674253,10.89307011,-81.8120375,54.4001,40.8001,0.495764353,RAISE,HOLD,RAISE,,,,,,,,,
,0.0001,0.1371,5.923268911,5.259832063,10.89307011,0.205118228,54.8001,41.1001,0.517139612,RAISE,RAISE,RAISE,,,,,,,,,
,0.0201,0.1381,6.27863133,4.969801204,10.89307011,0.225226541,55.2001,41.4001,0.543764875,RAISE,RAISE,RAISE,,,,,,,,,
,0.0401,0.1391,6.461911714,4.614438785,10.89307011,0.252671327,55.6001,41.7001,0.576387673,RAISE,RAISE,RAISE,,,,,,,,,
,0.0601,0.1401,6.989997523,4.4311584,10.89307011,0.28007357,56.0001,42.0001,0.593213084,RAISE,RAISE,RAISE,,,,,,,,,
,0.0801,0.1411,7.79027439,3.903072592,10.89307011,0.315493011,56.4001,42.3001,0.641692145,RAISE,RAISE,RAISE,,,,,,,,,
,0.1001,0.1421,7.983734219,3.102795724,10.89307011,0.399186754,56.8001,42.6001,0.715158748,RAISE,RAISE,RAISE,,,,,,,,,
,0.1201,0.1431,8.047947059,2.909335896,10.89307011,0.514615523,57.2001,42.9001,0.732918648,RAISE,RAISE,RAISE,,,,,,,,,
,0.1401,0.1441,8.219373813,2.845123056,10.89307011,0.553249769,57.6001,43.2001,0.738813482,RAISE,RAISE,RAISE,,,,,,,,,
,0.1601,0.1451,8.40007471,2.673696302,10.89307011,0.577786876,58.0001,43.5001,0.754550712,RAISE,RAISE,RAISE,,,,,,,,,
,0.1801,0.1461,9.192076971,2.492995405,10.89307011,0.628349204,58.4001,43.8001,0.771139323,RAISE,RAISE,RAISE,,,,,,,,,
,0.2001,0.1471,10.07022204,1.700993144,10.89307011,0.737432324,58.8001,44.1001,0.843846305,RAISE,RAISE,RAISE,,,,,,,,,
,0.2201,0.1481,10.57205709,0.822848073,10.89307011,1.184040286,59.2001,44.4001,0.924461326,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1491,4.600234348,0.321013029,10.89307011,2.569625531,59.6001,44.7001,0.970530528,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1501,4.781084023,6.292835767,10.89307011,2.866073295,60.0001,45.0001,0.422308339,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1511,4.835148763,6.111986092,10.89307011,0.151953243,60.4001,45.3001,0.438910608,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1521,5.348612151,6.057921352,10.89307011,0.158218579,60.8001,45.6001,0.443873831,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1531,5.751760978,5.544457964,10.89307011,0.176582423,61.2001,45.9001,0.491010532,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1541,6.096415609,5.141309137,10.89307011,0.207477846,61.6001,46.2001,0.528020192,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1551,6.152857273,4.796654506,10.89307011,0.237154213,62.0001,46.5001,0.559659999,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1561,7.102360856,4.740212842,10.89307011,0.256547861,62.4001,46.8001,0.564841427,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1571,7.990707886,3.790709258,10.89307011,0.299664217,62.8001,47.1001,0.652007265,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1581,8.051432654,2.902362229,10.89307011,0.421594342,63.2001,47.4001,0.733558841,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1591,8.507815731,2.841637461,10.89307011,0.554819283,63.6001,47.7001,0.739133465,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1601,9.089120667,2.385254384,10.89307011,0.598796704,64.0001,48.0001,0.781030108,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1611,9.653659139,1.803949448,10.89307011,0.762109126,64.4001,48.3001,0.834394764,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1621,9.950249279,1.239410976,10.89307011,1.07028045,64.8001,48.6001,0.886220233,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1631,10.31629882,0.942820836,10.89307011,1.605641627,65.2001,48.9001,0.913447648,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1641,11.21782156,0.576771296,10.89307011,2.188390079,65.6001,49.2001,0.947051539,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.1651,8.079100927,-0.324751449,10.89307011,3.889868185,66.0001,49.5001,1.029812665,STOP,HOLD,RAISE,,,,,,,,,
,0.2201,0.0001,8.872162353,2.813969188,10.89307011,-4.975559588,66.4001,49.8001,0.741673453,RAISE,HOLD,RAISE,,,,,,,,,
,0.2201,0.0011,9.201923178,2.020907762,10.89307011,0.630579922,66.8001,50.1001,0.814477669,RAISE,LOWER,RAISE,,,,,,,,,
,0.2191,0.0021,10.00659471,1.691146937,10.89307011,0.910672258,67.2001,50.4001,0.844750202,RAISE,LOWER,RAISE,,,,,,,,,
,0.2181,0.0031,10.04521402,0.886475401,10.89307011,1.183409259,67.6001,50.7001,0.918620243,RAISE,LOWER,RAISE,,,,,,,,,
,0.2171,0.0041,10.32837426,0.847856094,10.89307011,2.266326625,68.0001,51.0001,0.922165553,RAISE,LOWER,RAISE,,,,,,,,,
,0.2161,0.0051,5.43903035,0.564695852,10.89307011,2.436350777,68.4001,51.3001,0.948160083,RAISE,LOWER,RAISE,,,,,,,,,
,0.2151,0.0061,5.703619637,5.454039765,10.89307011,1.926357465,68.8001,51.6001,0.499311057,RAISE,LOWER,RAISE,,,,,,,,,
,0.2141,0.0071,5.839376039,5.189450478,10.89307011,0.20915211,69.2001,51.9001,0.523600746,RAISE,LOWER,RAISE,,,,,,,,,
,0.2131,0.0081,6.735134554,5.053694076,10.89307011,0.225047953,69.6001,52.2001,0.536063385,RAISE,LOWER,RAISE,,,,,,,,,
,0.2121,0.0091,7.225283165,4.15793556,10.89307011,0.266543026,70.0001,52.5001,0.618295346,RAISE,LOWER,RAISE,,,,,,,,,
,0.2111,0.0101,7.381815465,3.667786949,10.89307011,0.347541854,70.4001,52.8001,0.663291716,RAISE,LOWER,RAISE,,,,,,,,,
,0.2101,0.0111,7.795311315,3.511254649,10.89307011,0.402521497,70.8001,53.1001,0.677661613,RAISE,LOWER,RAISE,,,,,,,,,
,0.2091,0.0121,8.328266079,3.0977588,10.89307011,0.444018568,71.2001,53.4001,0.715621146,RAISE,LOWER,RAISE,,,,,,,,,
,0.2081,0.0131,9.228661298,2.564804036,10.89307011,0.537696226,71.6001,53.7001,0.764547184,RAISE,LOWER,RAISE,,,,,,,,,
,0.2071,0.0141,10.14993955,1.664408817,10.89307011,0.719638707,72.0001,54.0001,0.847204801,RAISE,LOWER,RAISE,,,,,,,,,
,0.2061,0.0151,10.65604542,0.743130566,10.89307011,1.219645011,72.4001,54.3001,0.931779511,RAISE,LOWER,RAISE,,,,,,,,,
,0.2051,0.0161,2.7182979,0.237024693,10.89307011,2.867879726,72.8001,54.6001,0.978240781,RAISE,LOWER,STOP,,,,,,,,,
,0.2041,0.0171,3.161610818,8.174772215,10.89307011,2.293683296,0.0001,0.0001,0.249543781,RAISE,LOWER,RAISE,,,,,,,,,
,0.2031,0.0181,3.375550613,7.731459297,10.89307011,0.077350432,0.4001,0.3001,0.290240564,RAISE,LOWER,RAISE,,,,,,,,,
,0.2021,0.0191,3.929050826,7.517519502,10.89307011,0.087319883,0.8001,0.6001,0.309880555,RAISE,LOWER,RAISE,,,,,,,,,
,0.2011,0.0201,4.026418843,6.964019288,10.89307011,0.104530512,1.2001,0.9001,0.360692696,RAISE,LOWER,RAISE,,,,,,,,,
,0.2001,0.0211,4.67337399,6.866651272,10.89307011,0.115634914,1.6001,1.2001,0.369631224,RAISE,LOWER,RAISE,,,,,,,,,
,0.1991,0.0221,5.398778663,6.219696125,10.89307011,0.136117994,2.0001,1.5001,0.429022667,RAISE,LOWER,RAISE,,,,,,,,,
,0.1981,0.0231,6.358169149,5.494291452,10.89307011,0.17360265,2.4001,1.8001,0.495615892,RAISE,LOWER,RAISE,,,,,,,,,
,0.1971,0.0241,7.204796811,4.534900966,10.89307011,0.231446373,2.8001,2.1001,0.583689362,RAISE,LOWER,RAISE,,,,,,,,,
,0.1961,0.0251,8.057709673,3.688273303,10.89307011,0.317748805,3.2001,2.4001,0.661411038,RAISE,LOWER,RAISE,,,,,,,,,
,0.1951,0.0261,8.612971459,2.835360442,10.89307011,0.436936692,3.6001,2.7001,0.739709704,RAISE,LOWER,RAISE,,,,,,,,,
,0.1941,0.0271,9.350342728,2.280098656,10.89307011,0.607539792,4.0001,3.0001,0.79068356,RAISE,LOWER,RAISE,,,,,,,,,
,0.1931,0.0281,9.783849163,1.542727387,10.89307011,0.820170014,4.4001,3.3001,0.858375337,RAISE,LOWER,RAISE,,,,,,,,,
,0.1921,0.0291,10.37848668,1.109220952,10.89307011,1.268383416,4.8001,3.6001,0.898171871,RAISE,LOWER,RAISE,,,,,,,,,
,0.1911,0.0301,10.48141429,0.514583433,10.89307011,1.871310971,5.2001,3.9001,0.952760477,RAISE,LOWER,RAISE,,,,,,,,,
,0.1901,0.0311,10.69851071,0.411655822,10.89307011,4.073747276,5.6001,4.2001,0.962209385,RAISE,LOWER,RAISE,,,,,,,,,
,0.1891,0.0321,4.548648889,0.19455941,10.89307011,5.197793956,6.0001,4.5001,0.982139158,HOLD,LOWER,HOLD,,,,,,,,,
,0.1881,0.0321,5.433634963,6.344421226,10.89307011,4.675845694,6.0001,4.5001,0.417572717,RAISE,LOWER,RAISE,,,,,,,,,
,0.1871,0.0331,6.276044814,5.459435151,10.89307011,0.171288594,6.4001,4.8001,0.498815752,RAISE,LOWER,RAISE,,,,,,,,,
,0.1861,0.0341,6.558654572,4.617025301,10.89307011,0.229915537,6.8001,5.1001,0.576150227,RAISE,LOWER,RAISE,,,,,,,,,
,0.1851,0.0351,6.69314638,4.334415542,10.89307011,0.28410737,7.2001,5.4001,0.602094222,RAISE,LOWER,RAISE,,,,,,,,,
,0.1841,0.0361,7.157897023,4.199923734,10.89307011,0.308837319,7.6001,5.7001,0.614440769,RAISE,LOWER,RAISE,,,,,,,,,
,0.1831,0.0371,7.761236042,3.735173092,10.89307011,0.340858429,8.0001,6.0001,0.657105568,RAISE,LOWER,RAISE,,,,,,,,,
,0.1821,0.0381,8.304501514,3.131834073,10.89307011,0.41557571,8.4001,6.3001,0.712492985,RAISE,LOWER,RAISE,,,,,,,,,
,0.1811,0.0391,9.013912643,2.5885686,10.89307011,0.53032832,8.8001,6.6001,0.762365561,RAISE,LOWER,RAISE,,,,,,,,,
,0.1801,0.0401,9.808804175,1.879157472,10.89307011,0.696439928,9.2001,6.9001,0.827490556,RAISE,LOWER,RAISE,,,,,,,,,
,0.1791,0.0411,10.39426417,1.08426594,10.89307011,1.043957659,9.6001,7.2001,0.900462778,RAISE,LOWER,RAISE,,,,,,,,,
,0.1781,0.0421,10.67257643,0.498805942,10.89307011,1.917290544,10.0001,7.5001,0.954208874,RAISE,LOWER,RAISE,,,,,,,,,
,0.1771,0.0431,1.528415345,0.220493688,10.89307011,4.279249912,10.4001,7.8001,0.979758352,RAISE,LOWER,STOP,,,,,,,,,
,0.1761,0.0441,2.18465928,9.36465477,10.89307011,1.386357459,0.0001,0.0001,0.140310797,RAISE,LOWER,RAISE,,,,,,,,,
,0.1751,0.0451,3.030149155,8.708410835,10.89307011,0.046657551,0.4001,0.3001,0.200554964,RAISE,LOWER,RAISE,,,,,,,,,
,0.1741,0.0461,3.777949264,7.86292096,10.89307011,0.069591323,0.8001,0.6001,0.278172189,RAISE,LOWER,RAISE,,,,,,,,,
,0.1731,0.0471,4.566798829,7.11512085,10.89307011,0.096095313,1.2001,0.9001,0.346821348,RAISE,LOWER,RAISE,,,,,,,,,
,0.1721,0.0481,5.284256426,6.326271285,10.89307011,0.128368834,1.6001,1.2001,0.419238909,RAISE,LOWER,RAISE,,,,,,,,,
,0.1711,0.0491,6.211005255,5.608813689,10.89307011,0.167057535,2.0001,1.5001,0.485102581,RAISE,LOWER,RAISE,,,,,,,,,
,0.1701,0.0501,6.76551555,4.68206486,10.89307011,0.221473046,2.4001,1.8001,0.570179498,RAISE,LOWER,RAISE,,,,,,,,,
,0.1691,0.0511,7.397256624,4.127554565,10.89307011,0.288997088,2.8001,2.1001,0.621084366,RAISE,LOWER,RAISE,,,,,,,,,
,0.1681,0.0521,7.417415213,3.49581349,10.89307011,0.358432893,3.2001,2.4001,0.679079134,RAISE,LOWER,RAISE,,,,,,,,,
,0.1671,0.0531,7.868308234,3.475654902,10.89307011,0.424359894,3.6001,2.7001,0.680929723,RAISE,LOWER,RAISE,,,,,,,,,
,0.1661,0.0541,8.347315501,3.024761881,10.89307011,0.452766944,4.0001,3.0001,0.722322371,RAISE,LOWER,RAISE,,,,,,,,,
,0.1651,0.0551,8.948144822,2.545754613,10.89307011,0.551932075,4.4001,3.3001,0.766295949,RAISE,LOWER,RAISE,,,,,,,,,
,0.1641,0.0561,9.405792701,1.944925293,10.89307011,0.702985651,4.8001,3.6001,0.821452972,RAISE,LOWER,RAISE,,,,,,,,,
,0.1631,0.0571,10.24129868,1.487277414,10.89307011,0.967213778,5.2001,3.9001,0.863465727,RAISE,LOWER,RAISE,,,,,,,,,
,0.1621,0.0581,7.206953936,0.651771437,10.89307011,1.377187414,5.6001,4.2001,0.940166415,RAISE,LOWER,RAISE,,,,,,,,,
,0.1611,0.0591,7.440373703,3.686116179,10.89307011,2.21149732,6.0001,4.5001,0.661609065,RAISE,LOWER,RAISE,,,,,,,,,
,0.1601,0.0601,8.056392237,3.452696412,10.89307011,0.403697189,6.4001,4.8001,0.683037346,RAISE,LOWER,RAISE,,,,,,,,,
,0.1591,0.0611,8.234152637,2.836677878,10.89307011,0.466672494,6.8001,5.1001,0.739588762,RAISE,LOWER,RAISE,,,,,,,,,
,0.1581,0.0621,9.052587121,2.658917478,10.89307011,0.580549008,7.2001,5.4001,0.75590743,RAISE,LOWER,RAISE,,,,,,,,,
,0.1571,0.0631,9.975722789,1.840482994,10.89307011,0.680922759,7.6001,5.7001,0.83104093,RAISE,LOWER,RAISE,,,,,,,,,
,0.1561,0.0641,10.8971269,0.917347326,10.89307011,1.084033139,8.0001,6.0001,0.915786154,RAISE,LOWER,RAISE,,,,,,,,,
,0.1551,0.0651,0.032968591,-0.004056789,10.89307011,2.375790848,8.4001,6.3001,1.000372419,HOLD,LOWER,HOLD,,,,,,,,,
,0.1541,0.0651,0.380661544,10.86010152,10.89307011,-1.625353843,8.4001,6.3001,0.003026566,RAISE,LOWER,RAISE,,,,,,,,,
,0.1531,0.0661,1.262074351,10.51240857,10.89307011,0.007010276,8.8001,6.6001,0.034945295,RAISE,LOWER,RAISE,,,,,,,,,
,0.1521,0.0671,1.561181402,9.630995764,10.89307011,0.024011136,9.2001,6.9001,0.115860298,RAISE,LOWER,RAISE,,,,,,,,,
,0.1511,0.0681,2.445919653,9.331888712,10.89307011,0.032419937,9.6001,7.2001,0.143318769,RAISE,LOWER,RAISE,,,,,,,,,
,0.1501,0.0691,3.4261841,8.447150461,10.89307011,0.052420678,10.0001,7.5001,0.224539054,RAISE,LOWER,RAISE,,,,,,,,,
,0.1491,0.0701,3.490734826,7.466886015,10.89307011,0.081120471,10.4001,7.8001,0.314528784,RAISE,LOWER,RAISE,,,,,,,,,
,0.1481,0.0711,4.203849071,7.402335289,10.89307011,0.093499079,10.8001,8.1001,0.320454637,RAISE,LOWER,RAISE,,,,,,,,,
,0.1471,0.0721,4.572587379,6.689221043,10.89307011,0.113581698,11.2001,8.4001,0.385919583,RAISE,LOWER,RAISE,,,,,,,,,
,0.1461,0.0731,5.36572078,6.320482736,10.89307011,0.136715093,11.6001,8.7001,0.419770306,RAISE,LOWER,RAISE,,,,,,,,,
,0.1451,0.0741,5.920995242,5.527349334,10.89307011,0.169788322,12.0001,9.0001,0.492581129,RAISE,LOWER,RAISE,,,,,,,,,
,0.1441,0.0751,6.766155407,4.972074873,10.89307011,0.214243569,12.4001,9.3001,0.543556149,RAISE,LOWER,RAISE,,,,,,,,,
,0.1431,0.0761,7.512247164,4.126914708,10.89307011,0.272166272,12.8001,9.6001,0.621143106,RAISE,LOWER,RAISE,,,,,,,,,
,0.1421,0.0771,7.675449316,3.380822951,10.89307011,0.364061179,13.2001,9.9001,0.689635437,RAISE,LOWER,RAISE,,,,,,,,,
,0.1411,0.0781,8.193603196,3.217620799,10.89307011,0.454058046,13.6001,10.2001,0.704617636,RAISE,LOWER,RAISE,,,,,,,,,
,0.1401,0.0791,8.817132046,2.699466919,10.89307011,0.509295763,14.0001,10.5001,0.752184931,RAISE,LOWER,RAISE,,,,,,,,,
,0.1391,0.0801,8.827542407,2.075938069,10.89307011,0.653249868,14.4001,10.8001,0.809425805,RAISE,LOWER,RAISE,,,,,,,,,
,0.1381,0.0811,9.391367202,2.065527708,10.89307011,0.850462982,14.8001,11.1001,0.810381492,RAISE,LOWER,RAISE,,,,,,,,,
,0.1371,0.0821,10.00648909,1.501702913,10.89307011,0.909343135,15.2001,11.4001,0.862141444,RAISE,LOWER,RAISE,,,,,,,,,
,0.1361,0.0831,10.36839398,0.886581027,10.89307011,1.33268558,15.6001,11.7001,0.918610546,RAISE,LOWER,RAISE,,,,,,,,,
,0.1351,0.0841,9.195454762,0.52467613,10.89307011,2.338961396,16.0001,12.0001,0.951833953,RAISE,LOWER,RAISE,,,,,,,,,
,0.1341,0.0851,9.789638955,1.697615353,10.89307011,3.505192721,16.4001,12.3001,0.844156392,RAISE,LOWER,RAISE,,,,,,,,,
,0.1331,0.0861,10.78749663,1.10343116,10.89307011,1.153340059,16.8001,12.6001,0.898703382,RAISE,LOWER,RAISE,,,,,,,,,
,0.1321,0.0871,1.019463447,0.105573482,10.89307011,1.955264094,17.2001,12.9001,0.990308198,HOLD,LOWER,HOLD,,,,,,,,,
,0.1311,0.0871,1.474752857,9.873606668,10.89307011,1.93128697,17.2001,12.9001,0.093588257,RAISE,LOWER,RAISE,,,,,,,,,
,0.1301,0.0881,2.381978141,9.418317258,10.89307011,0.029872627,17.6001,13.2001,0.135384501,RAISE,LOWER,RAISE,,,,,,,,,
,0.1291,0.0891,3.239517077,8.511091973,10.89307011,0.05058182,18.0001,13.5001,0.218669128,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0901,3.71064812,7.653553038,10.89307011,0.076124593,18.4001,13.8001,0.297392475,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0911,4.277928143,7.182421994,10.89307011,0.096965373,18.8001,14.1001,0.340643003,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0921,5.05760714,6.615141972,10.89307011,0.119122161,19.2001,14.4001,0.392720151,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0931,5.352505009,5.835462975,10.89307011,0.15291001,19.6001,14.7001,0.46429584,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0941,6.275652971,5.540565106,10.89307011,0.183447484,20.0001,15.0001,0.491367902,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0951,6.910159104,4.617417144,10.89307011,0.226534761,20.4001,15.3001,0.576114255,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0961,7.28170023,3.982911011,10.89307011,0.299308418,20.8001,15.6001,0.634362859,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0971,7.665007789,3.611369885,10.89307011,0.365647147,21.2001,15.9001,0.668470886,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0981,8.275415734,3.228062326,10.89307011,0.424493089,21.6001,16.2001,0.703659089,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.0991,8.738587342,2.617654381,10.89307011,0.512717222,22.0001,16.5001,0.759695444,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.1001,9.669641955,2.154482772,10.89307011,0.66766548,22.4001,16.8001,0.802215285,RAISE,HOLD,RAISE,,,,,,,,,
,0.1291,0.1011,10.5623835,1.22342816,10.89307011,0.897630009,22.8001,17.1001,0.88768748,RAISE,RAISE,RAISE,,,,,,,,,
,0.1491,0.1021,10.84068292,0.33068661,10.89307011,1.726686347,23.2001,17.4001,0.969642479,RAISE,RAISE,RAISE,,,,,,,,,
,0.1691,0.1031,3.40510233,0.052387198,10.89307011,6.556469232,23.6001,17.7001,0.995190777,HOLD,STOP,HOLD,,,,,,,,,
,0.0001,0.1031,3.518358785,7.487967784,10.89307011,12.99974972,23.6001,17.7001,0.312593447,RAISE,LOWER,RAISE,,,,,,,,,
,-0.0009,0.1041,4.173351863,7.37471133,10.89307011,0.093973662,24.0001,18.0001,0.322990557,RAISE,RAISE,RAISE,,,,,,,,,
,0.0191,0.1051,5.108040868,6.719718251,10.89307011,0.113180074,24.4001,18.3001,0.383119894,RAISE,RAISE,RAISE,,,,,,,,,
,0.0391,0.1061,5.235020648,5.785029247,10.89307011,0.1520314,24.8001,18.6001,0.468925731,RAISE,RAISE,RAISE,,,,,,,,,
,0.0591,0.1071,5.42285233,5.658049466,10.89307011,0.180985106,25.2001,18.9001,0.480582663,RAISE,RAISE,RAISE,,,,,,,,,
,0.0791,0.1081,6.277432643,5.470217785,10.89307011,0.191686282,25.6001,19.2001,0.497825891,RAISE,RAISE,RAISE,,,,,,,,,
,0.0991,0.1091,6.694186706,4.615637471,10.89307011,0.229513079,26.0001,19.5001,0.576277631,RAISE,RAISE,RAISE,,,,,,,,,
,0.1191,0.1101,6.807515701,4.198883409,10.89307011,0.290065533,26.4001,19.8001,0.614536273,RAISE,RAISE,RAISE,,,,,,,,,
,0.1391,0.1111,6.96138965,4.085554414,10.89307011,0.324253619,26.8001,20.1001,0.624940043,RAISE,RAISE,RAISE,,,,,,,,,
,0.1591,0.1121,7.692103795,3.931680465,10.89307011,0.34078066,27.2001,20.4001,0.639065899,RAISE,RAISE,RAISE,,,,,,,,,
,0.1791,0.1131,7.870017205,3.20096632,10.89307011,0.391288349,27.6001,20.7001,0.706146542,RAISE,HOLD,RAISE,,,,,,,,,
,0.1791,0.1141,8.10923599,3.02305291,10.89307011,0.491727586,28.0001,21.0001,0.722479257,RAISE,LOWER,RAISE,,,,,,,,,
,0.1781,0.1151,8.526556881,2.783834124,10.89307011,0.536493157,28.4001,21.3001,0.744439897,RAISE,LOWER,RAISE,,,,,,,,,
,0.1771,0.1161,8.887048399,2.366513234,10.89307011,0.612576504,28.8001,21.6001,0.782750574,RAISE,LOWER,RAISE,,,,,,,,,
,0.1761,0.1171,8.937690711,2.006021716,10.89307011,0.751066867,29.2001,21.9001,0.81584423,RAISE,LOWER,RAISE,,,,,,,,,
,0.1751,0.1181,9.152993248,1.955379404,10.89307011,0.891086137,29.6001,22.2001,0.820493269,RAISE,LOWER,RAISE,,,,,,,,,
,0.1741,0.1191,9.485494736,1.740076867,10.89307011,0.936185911,30.0001,22.5001,0.840258362,RAISE,HOLD,RAISE,,,,,,,,,
,0.1741,0.1201,10.40545279,1.407575379,10.89307011,1.090238589,30.4001,22.8001,0.870782492,RAISE,HOLD,RAISE,,,,,,,,,
,0.1741,0.1211,11.00839883,0.48761732,10.89307011,1.478493152,30.8001,23.1001,0.955236006,RAISE,HOLD,RAISE,,,,,,,,,
